stop_id,shading,heat_vulnerability_index,heat_vulnerability_label,tree_canopy_pct,lst_median,shade_coverage,shade_sources
1450,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1451,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1453,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1454,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1457,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1460,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1467,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1468,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1472,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1473,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1475,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1476,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1480,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1481,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1482,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1484,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1485,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1486,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1487,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1489,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1490,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1491,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1493,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1494,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1495,Unknown,Unknown,Least Vulnerable,Unknown,Unknown,Unknown,None
1496,Unknown,8.387570,Elevated Vulnerability,0.375265,97.000000,Unknown,None
1497,Unknown,8.387570,Elevated Vulnerability,0.375265,97.000000,Unknown,None
1499,Unknown,8.387570,Elevated Vulnerability,0.375265,97.000000,Unknown,None
1500,Unknown,8.387570,Elevated Vulnerability,0.375265,97.000000,Unknown,None
1502,Unknown,8.387570,Elevated Vulnerability,0.375265,97.000000,Unknown,None
1504,Unknown,6.249971,Moderate Vulnerability,0.452287,97.000000,Unknown,None
1520,Unknown,5.791592,Moderate Vulnerability,0.383018,93.000000,Unknown,None
1537,Unknown,5.426995,Low Vulnerability,0.498554,96.000000,Unknown,None
1576,Unknown,5.791592,Moderate Vulnerability,0.383018,93.000000,Unknown,None
1583,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1591,Unknown,6.764162,Moderate Vulnerability,0.305426,98.000000,Unknown,None
1592,Unknown,6.764162,Moderate Vulnerability,0.305426,98.000000,Unknown,None
1594,Unknown,6.764162,Moderate Vulnerability,0.305426,98.000000,Unknown,None
1597,Unknown,5.473459,Low Vulnerability,0.411750,97.000000,Unknown,None
1598,Unknown,5.473459,Low Vulnerability,0.411750,97.000000,Unknown,None
1601,Unknown,5.487713,Low Vulnerability,0.493626,96.000000,Unknown,None
1607,Unknown,6.066650,Moderate Vulnerability,0.488399,95.000000,Unknown,None
1610,Unknown,6.066650,Moderate Vulnerability,0.488399,95.000000,Unknown,None
1611,Unknown,6.066650,Moderate Vulnerability,0.488399,95.000000,Unknown,None
1612,Unknown,5.828843,Moderate Vulnerability,0.437341,96.000000,Unknown,None
1615,Unknown,6.572753,Moderate Vulnerability,0.349806,99.000000,Unknown,None
1616,Unknown,5.822191,Moderate Vulnerability,0.297514,97.000000,Unknown,None
1617,Unknown,5.822191,Moderate Vulnerability,0.297514,97.000000,Unknown,None
1618,Unknown,5.906684,Low Vulnerability,0.271119,99.000000,Unknown,None
1622,Unknown,6.649482,Moderate Vulnerability,0.161388,100.000000,Unknown,None
1630,Unknown,4.940424,Low Vulnerability,0.557042,93.000000,Unknown,None
1631,Unknown,4.940424,Low Vulnerability,0.557042,93.000000,Unknown,None
1634,Unknown,4.940424,Low Vulnerability,0.557042,93.000000,Unknown,None
1638,Unknown,4.940424,Low Vulnerability,0.557042,93.000000,Unknown,None
1639,Unknown,5.374346,Low Vulnerability,0.497584,96.000000,Unknown,None
1640,Unknown,5.374346,Low Vulnerability,0.497584,96.000000,Unknown,None
1644,Unknown,7.935985,Elevated Vulnerability,0.420773,97.000000,Unknown,None
1645,Unknown,5.956543,Low Vulnerability,0.306468,98.000000,Unknown,None
1648,Unknown,5.956543,Low Vulnerability,0.306468,98.000000,Unknown,None
1649,Unknown,7.184775,Moderate Vulnerability,0.401669,98.000000,Unknown,None
1656,Unknown,5.866855,Low Vulnerability,0.458680,98.000000,Unknown,None
1658,Unknown,5.866855,Low Vulnerability,0.458680,98.000000,Unknown,None
1659,Unknown,5.866855,Low Vulnerability,0.458680,98.000000,Unknown,None
1661,Unknown,5.866855,Low Vulnerability,0.458680,98.000000,Unknown,None
1664,Unknown,5.374346,Low Vulnerability,0.497584,96.000000,Unknown,None
1665,Unknown,5.374346,Low Vulnerability,0.497584,96.000000,Unknown,None
1666,Unknown,5.374346,Low Vulnerability,0.497584,96.000000,Unknown,None
1668,Unknown,5.982347,Moderate Vulnerability,0.392756,97.000000,Unknown,None
1669,Unknown,5.822191,Moderate Vulnerability,0.297514,97.000000,Unknown,None
1670,Unknown,5.822191,Moderate Vulnerability,0.297514,97.000000,Unknown,None
1680,Unknown,9.158626,Most Vulnerable,0.278752,100.000000,Unknown,None
1681,Unknown,9.158626,Most Vulnerable,0.278752,100.000000,Unknown,None
1682,Unknown,6.451888,Moderate Vulnerability,0.261427,98.000000,Unknown,None
1685,Unknown,5.762027,Low Vulnerability,0.403096,96.000000,Unknown,None
1688,Unknown,5.389677,Low Vulnerability,0.405819,97.000000,Unknown,None
1689,Unknown,5.982347,Moderate Vulnerability,0.392756,97.000000,Unknown,None
1692,Unknown,5.791592,Moderate Vulnerability,0.383018,93.000000,Unknown,None
1695,Unknown,5.791592,Moderate Vulnerability,0.383018,93.000000,Unknown,None
1697,Unknown,8.663226,Elevated Vulnerability,0.289104,100.000000,Unknown,None
1700,Unknown,8.663226,Elevated Vulnerability,0.289104,100.000000,Unknown,None
1708,Unknown,5.820812,Moderate Vulnerability,0.368005,98.000000,Unknown,None
1713,Unknown,5.820812,Moderate Vulnerability,0.368005,98.000000,Unknown,None
1715,Unknown,6.284052,Moderate Vulnerability,0.296406,100.000000,Unknown,None
1716,Unknown,6.284052,Moderate Vulnerability,0.296406,100.000000,Unknown,None
1718,Unknown,5.659075,Low Vulnerability,0.359378,99.000000,Unknown,None
1720,Unknown,5.659075,Low Vulnerability,0.359378,99.000000,Unknown,None
1722,Unknown,6.943495,Moderate Vulnerability,0.262382,99.000000,Unknown,None
1726,Unknown,6.476350,Moderate Vulnerability,0.401892,98.000000,Unknown,None
1728,Unknown,6.476350,Moderate Vulnerability,0.401892,98.000000,Unknown,None
1729,Unknown,3.809833,Low Vulnerability,0.424098,99.000000,Unknown,None
1731,Unknown,3.809833,Low Vulnerability,0.424098,99.000000,Unknown,None
1732,Unknown,3.396650,Least Vulnerable,0.437845,100.000000,Unknown,None
1733,Unknown,3.396650,Least Vulnerable,0.437845,100.000000,Unknown,None
1736,Unknown,2.078080,Least Vulnerable,0.417422,96.000000,Unknown,None
1738,Unknown,2.078080,Least Vulnerable,0.417422,96.000000,Unknown,None
1739,Unknown,5.960416,Low Vulnerability,0.291769,103.000000,Unknown,None
1740,Unknown,5.960416,Low Vulnerability,0.291769,103.000000,Unknown,None
1741,Unknown,5.960416,Low Vulnerability,0.291769,103.000000,Unknown,None
1742,Unknown,5.960416,Low Vulnerability,0.291769,103.000000,Unknown,None
1743,Unknown,5.960416,Low Vulnerability,0.291769,103.000000,Unknown,None
1744,Constructed Shade,5.960416,Low Vulnerability,0.291769,103.000000,Significant,Constructed
1745,Unknown,7.290058,Moderate Vulnerability,0.210831,102.000000,Unknown,None
1746,Unknown,7.290058,Moderate Vulnerability,0.210831,102.000000,Unknown,None
1748,Unknown,7.290058,Moderate Vulnerability,0.210831,102.000000,Unknown,None
1749,Unknown,6.215726,Low Vulnerability,0.137940,103.000000,Unknown,None
1751,Unknown,6.215726,Low Vulnerability,0.137940,103.000000,Unknown,None
1754,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1755,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1756,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1757,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1762,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1763,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1764,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1766,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1767,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1771,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1774,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1775,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1777,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1778,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1779,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1796,Unknown,6.215726,Low Vulnerability,0.137940,103.000000,Unknown,None
1797,Unknown,6.215726,Low Vulnerability,0.137940,103.000000,Unknown,None
1798,Unknown,6.215726,Low Vulnerability,0.137940,103.000000,Unknown,None
1799,Unknown,6.461519,Moderate Vulnerability,0.229019,101.000000,Unknown,None
1800,Unknown,6.543161,Moderate Vulnerability,0.197273,102.000000,Unknown,None
1803,Unknown,6.543161,Moderate Vulnerability,0.197273,102.000000,Unknown,None
1804,Unknown,6.581797,Moderate Vulnerability,0.276428,103.000000,Unknown,None
1805,Unknown,5.896932,Low Vulnerability,0.367026,101.000000,Unknown,None
1806,Unknown,5.896932,Low Vulnerability,0.367026,101.000000,Unknown,None
1807,Unknown,5.896932,Low Vulnerability,0.367026,101.000000,Unknown,None
1808,Unknown,5.896932,Low Vulnerability,0.367026,101.000000,Unknown,None
1809,Unknown,4.599468,Low Vulnerability,0.438521,99.000000,Unknown,None
1810,Unknown,4.599468,Low Vulnerability,0.438521,99.000000,Unknown,None
1812,Unknown,5.270659,Low Vulnerability,0.369216,100.000000,Unknown,None
1813,Unknown,5.270659,Low Vulnerability,0.369216,100.000000,Unknown,None
1815,Unknown,5.270659,Low Vulnerability,0.369216,100.000000,Unknown,None
1816,Unknown,4.073776,Low Vulnerability,0.457742,99.000000,Unknown,None
1817,Unknown,4.073776,Low Vulnerability,0.457742,99.000000,Unknown,None
1818,Unknown,4.073776,Low Vulnerability,0.457742,99.000000,Unknown,None
1820,Unknown,5.305594,Low Vulnerability,0.425511,100.000000,Unknown,None
1821,Unknown,5.305594,Low Vulnerability,0.425511,100.000000,Unknown,None
1822,Unknown,5.305594,Low Vulnerability,0.425511,100.000000,Unknown,None
1823,Unknown,5.269450,Low Vulnerability,0.286923,99.000000,Unknown,None
1824,Unknown,5.269450,Low Vulnerability,0.286923,99.000000,Unknown,None
1825,Unknown,5.269450,Low Vulnerability,0.286923,99.000000,Unknown,None
1828,Unknown,5.403042,Low Vulnerability,0.329958,99.000000,Unknown,None
1829,Unknown,5.403042,Low Vulnerability,0.329958,99.000000,Unknown,None
1830,Unknown,5.403042,Low Vulnerability,0.329958,99.000000,Unknown,None
1831,Unknown,6.848814,Moderate Vulnerability,0.322334,98.000000,Unknown,None
1833,Unknown,6.848814,Moderate Vulnerability,0.322334,98.000000,Unknown,None
1835,Unknown,6.568173,Moderate Vulnerability,0.287274,99.000000,Unknown,None
1836,Unknown,6.568173,Moderate Vulnerability,0.287274,99.000000,Unknown,None
1839,Unknown,6.843570,Moderate Vulnerability,0.160096,101.000000,Unknown,None
1841,Unknown,6.843570,Moderate Vulnerability,0.160096,101.000000,Unknown,None
1842,Unknown,6.843570,Moderate Vulnerability,0.160096,101.000000,Unknown,None
1843,Unknown,6.843570,Moderate Vulnerability,0.160096,101.000000,Unknown,None
1844,Unknown,6.843570,Moderate Vulnerability,0.160096,101.000000,Unknown,None
1845,Unknown,6.436959,Moderate Vulnerability,0.170523,102.000000,Unknown,None
1846,Unknown,6.436959,Moderate Vulnerability,0.170523,102.000000,Unknown,None
1847,Unknown,6.202891,Low Vulnerability,0.210213,102.000000,Unknown,None
1848,Unknown,6.202891,Low Vulnerability,0.210213,102.000000,Unknown,None
1849,Unknown,5.810642,Low Vulnerability,0.183996,102.000000,Unknown,None
1851,Unknown,5.155698,Low Vulnerability,0.284992,100.000000,Unknown,None
1853,Unknown,5.155698,Low Vulnerability,0.284992,100.000000,Unknown,None
1855,Unknown,6.889865,Moderate Vulnerability,0.303434,102.000000,Unknown,None
1857,Unknown,6.889865,Moderate Vulnerability,0.303434,102.000000,Unknown,None
1858,Unknown,6.889865,Moderate Vulnerability,0.303434,102.000000,Unknown,None
1859,Unknown,6.889865,Moderate Vulnerability,0.303434,102.000000,Unknown,None
1860,No Shade,7.290058,Moderate Vulnerability,0.210831,102.000000,No Shade,None
1861,Constructed Shade,6.581797,Moderate Vulnerability,0.276428,103.000000,Significant,Constructed
1863,No Shade,6.581797,Moderate Vulnerability,0.276428,103.000000,No Shade,None
1864,No Shade,6.581797,Moderate Vulnerability,0.276428,103.000000,No Shade,None
1865,No Shade,6.581797,Moderate Vulnerability,0.276428,103.000000,No Shade,None
1866,Unknown,6.543161,Moderate Vulnerability,0.197273,102.000000,Unknown,None
1867,Constructed Shade,6.543161,Moderate Vulnerability,0.197273,102.000000,Significant,Constructed
1868,Limited Natural Shade,7.011290,Moderate Vulnerability,0.170934,103.000000,Limited,Natural
1869,Significant Natural Shade,7.011290,Moderate Vulnerability,0.170934,103.000000,Significant,Natural
1870,No Shade,4.935914,Low Vulnerability,0.380099,99.000000,No Shade,None
1871,Unknown,4.935914,Low Vulnerability,0.380099,99.000000,Unknown,None
1872,Limited Natural Shade,4.935914,Low Vulnerability,0.380099,99.000000,Limited,Natural
1873,No Shade,4.935914,Low Vulnerability,0.380099,99.000000,No Shade,None
1874,Constructed Shade,5.973496,Low Vulnerability,0.503678,98.000000,Significant,Constructed
1875,Unknown,5.973496,Low Vulnerability,0.503678,98.000000,Unknown,None
1876,Unknown,5.973496,Low Vulnerability,0.503678,98.000000,Unknown,None
1878,Limited Natural Shade,5.896932,Low Vulnerability,0.367026,101.000000,Limited,Natural
1879,Limited Natural Shade,5.960416,Low Vulnerability,0.291769,103.000000,Limited,Natural
1880,Unknown,5.960416,Low Vulnerability,0.291769,103.000000,Unknown,None
1883,Unknown,7.664625,Moderate Vulnerability,0.332033,103.000000,Unknown,None
1884,Unknown,7.664625,Moderate Vulnerability,0.332033,103.000000,Unknown,None
1885,Unknown,8.546644,Elevated Vulnerability,0.255790,103.000000,Unknown,None
1888,Unknown,4.057111,Low Vulnerability,0.284086,102.000000,Unknown,None
1890,Unknown,5.316300,Low Vulnerability,0.196956,103.000000,Unknown,None
1891,Unknown,5.316300,Low Vulnerability,0.196956,103.000000,Unknown,None
1892,Unknown,5.843155,Low Vulnerability,0.176830,103.000000,Unknown,None
1893,Unknown,5.843155,Low Vulnerability,0.176830,103.000000,Unknown,None
1894,Unknown,5.843155,Low Vulnerability,0.176830,103.000000,Unknown,None
1895,Unknown,5.843155,Low Vulnerability,0.176830,103.000000,Unknown,None
1896,Unknown,6.843570,Moderate Vulnerability,0.160096,101.000000,Unknown,None
1897,Unknown,6.843570,Moderate Vulnerability,0.160096,101.000000,Unknown,None
1898,Unknown,6.843570,Moderate Vulnerability,0.160096,101.000000,Unknown,None
1899,Unknown,6.843570,Moderate Vulnerability,0.160096,101.000000,Unknown,None
1908,Unknown,4.057111,Low Vulnerability,0.284086,102.000000,Unknown,None
1910,Unknown,8.546644,Elevated Vulnerability,0.255790,103.000000,Unknown,None
1911,Unknown,8.546644,Elevated Vulnerability,0.255790,103.000000,Unknown,None
1912,Unknown,7.664625,Moderate Vulnerability,0.332033,103.000000,Unknown,None
1913,Unknown,7.664625,Moderate Vulnerability,0.332033,103.000000,Unknown,None
1915,Unknown,5.960416,Low Vulnerability,0.291769,103.000000,Unknown,None
1916,Unknown,4.845773,Low Vulnerability,0.479004,98.000000,Unknown,None
1917,Unknown,4.845773,Low Vulnerability,0.479004,98.000000,Unknown,None
1919,Unknown,4.845773,Low Vulnerability,0.479004,98.000000,Unknown,None
1922,Unknown,3.808668,Low Vulnerability,0.428872,99.000000,Unknown,None
1923,Unknown,3.808668,Low Vulnerability,0.428872,99.000000,Unknown,None
1951,Unknown,3.678985,Low Vulnerability,0.388001,98.000000,Unknown,None
1955,Unknown,5.305594,Low Vulnerability,0.425511,100.000000,Unknown,None
1956,Unknown,5.305594,Low Vulnerability,0.425511,100.000000,Unknown,None
1957,Unknown,3.992763,Low Vulnerability,0.473716,98.000000,Unknown,None
1959,Unknown,3.992763,Low Vulnerability,0.473716,98.000000,Unknown,None
1972,Unknown,5.362836,Low Vulnerability,0.320925,99.000000,Unknown,None
1974,Unknown,5.362836,Low Vulnerability,0.320925,99.000000,Unknown,None
1976,Unknown,5.362836,Low Vulnerability,0.320925,99.000000,Unknown,None
1978,Unknown,6.943495,Moderate Vulnerability,0.262382,99.000000,Unknown,None
1987,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1991,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1992,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1993,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
1994,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2001,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2003,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2005,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2006,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2008,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2012,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2019,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2021,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2022,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2025,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2026,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2028,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2029,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2031,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2032,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2037,Unknown,6.436959,Moderate Vulnerability,0.170523,102.000000,Unknown,None
2039,Unknown,6.436959,Moderate Vulnerability,0.170523,102.000000,Unknown,None
2045,Unknown,6.331413,Moderate Vulnerability,0.202803,101.000000,Unknown,None
2046,Unknown,6.331413,Moderate Vulnerability,0.202803,101.000000,Unknown,None
2050,Unknown,7.290058,Moderate Vulnerability,0.210831,102.000000,Unknown,None
2051,Unknown,6.543161,Moderate Vulnerability,0.197273,102.000000,Unknown,None
2052,Unknown,6.543161,Moderate Vulnerability,0.197273,102.000000,Unknown,None
2055,Unknown,6.461519,Moderate Vulnerability,0.229019,101.000000,Unknown,None
2056,Unknown,6.461519,Moderate Vulnerability,0.229019,101.000000,Unknown,None
2057,Unknown,6.461519,Moderate Vulnerability,0.229019,101.000000,Unknown,None
2058,Unknown,6.461519,Moderate Vulnerability,0.229019,101.000000,Unknown,None
2060,Unknown,6.461519,Moderate Vulnerability,0.229019,101.000000,Unknown,None
2061,Unknown,6.461519,Moderate Vulnerability,0.229019,101.000000,Unknown,None
2062,Unknown,6.461519,Moderate Vulnerability,0.229019,101.000000,Unknown,None
2063,Unknown,6.461519,Moderate Vulnerability,0.229019,101.000000,Unknown,None
2067,Unknown,6.461519,Moderate Vulnerability,0.229019,101.000000,Unknown,None
2068,Unknown,6.461519,Moderate Vulnerability,0.229019,101.000000,Unknown,None
2069,Unknown,6.461519,Moderate Vulnerability,0.229019,101.000000,Unknown,None
2071,Unknown,6.461519,Moderate Vulnerability,0.229019,101.000000,Unknown,None
2073,Unknown,6.461519,Moderate Vulnerability,0.229019,101.000000,Unknown,None
2074,Unknown,6.461519,Moderate Vulnerability,0.229019,101.000000,Unknown,None
2075,Unknown,6.461519,Moderate Vulnerability,0.229019,101.000000,Unknown,None
2078,Unknown,6.543161,Moderate Vulnerability,0.197273,102.000000,Unknown,None
2079,Unknown,7.290058,Moderate Vulnerability,0.210831,102.000000,Unknown,None
2080,Unknown,7.290058,Moderate Vulnerability,0.210831,102.000000,Unknown,None
2086,Unknown,6.331413,Moderate Vulnerability,0.202803,101.000000,Unknown,None
2087,Unknown,6.331413,Moderate Vulnerability,0.202803,101.000000,Unknown,None
2095,Unknown,9.615051,Most Vulnerable,0.156406,102.000000,Unknown,None
2096,Unknown,6.436959,Moderate Vulnerability,0.170523,102.000000,Unknown,None
2097,Unknown,6.219748,Moderate Vulnerability,0.301627,99.000000,Unknown,None
2100,Unknown,6.219748,Moderate Vulnerability,0.301627,99.000000,Unknown,None
2101,Unknown,5.096536,Low Vulnerability,0.367297,99.000000,Unknown,None
2102,Unknown,5.096536,Low Vulnerability,0.367297,99.000000,Unknown,None
2103,Unknown,6.848814,Moderate Vulnerability,0.322334,98.000000,Unknown,None
2105,Unknown,6.848814,Moderate Vulnerability,0.322334,98.000000,Unknown,None
2107,Unknown,5.403042,Low Vulnerability,0.329958,99.000000,Unknown,None
2112,Unknown,7.731900,Elevated Vulnerability,0.234957,101.000000,Unknown,None
2113,Unknown,7.731900,Elevated Vulnerability,0.234957,101.000000,Unknown,None
2115,Unknown,7.731900,Elevated Vulnerability,0.234957,101.000000,Unknown,None
2118,Unknown,5.269450,Low Vulnerability,0.286923,99.000000,Unknown,None
2119,Unknown,5.362836,Low Vulnerability,0.320925,99.000000,Unknown,None
2147,Unknown,7.007723,Moderate Vulnerability,0.425545,97.000000,Unknown,None
2149,Unknown,7.082135,Moderate Vulnerability,0.274304,102.000000,Unknown,None
2156,Unknown,5.510675,Moderate Vulnerability,0.340843,97.000000,Unknown,None
2158,Unknown,5.510675,Moderate Vulnerability,0.340843,97.000000,Unknown,None
2160,Unknown,4.737921,Low Vulnerability,0.319568,98.000000,Unknown,None
2162,Unknown,4.737921,Low Vulnerability,0.319568,98.000000,Unknown,None
2165,Unknown,5.101728,Low Vulnerability,0.269831,98.000000,Unknown,None
2166,Unknown,4.915906,Low Vulnerability,0.363715,96.000000,Unknown,None
2168,Unknown,3.817485,Least Vulnerable,0.440022,95.000000,Unknown,None
2201,Unknown,8.378517,Elevated Vulnerability,0.242469,101.000000,Unknown,None
2236,Unknown,3.678985,Low Vulnerability,0.388001,98.000000,Unknown,None
2237,Unknown,3.678985,Low Vulnerability,0.388001,98.000000,Unknown,None
2265,Unknown,3.817485,Least Vulnerable,0.440022,95.000000,Unknown,None
2267,Unknown,3.817485,Least Vulnerable,0.440022,95.000000,Unknown,None
2268,Unknown,3.817485,Least Vulnerable,0.440022,95.000000,Unknown,None
2270,Unknown,3.817485,Least Vulnerable,0.440022,95.000000,Unknown,None
2272,Unknown,3.229042,Least Vulnerable,0.523692,92.000000,Unknown,None
2276,Unknown,3.229042,Least Vulnerable,0.523692,92.000000,Unknown,None
2279,Unknown,4.845773,Low Vulnerability,0.479004,98.000000,Unknown,None
2281,Unknown,5.960416,Low Vulnerability,0.291769,103.000000,Unknown,None
2283,Unknown,7.834108,Moderate Vulnerability,0.110720,102.000000,Unknown,None
2297,Unknown,5.316300,Low Vulnerability,0.196956,103.000000,Unknown,None
2301,Unknown,4.621397,Low Vulnerability,0.283966,103.000000,Unknown,None
2303,Unknown,5.544335,Low Vulnerability,0.325588,100.000000,Unknown,None
2306,Unknown,4.507820,Low Vulnerability,0.204726,102.000000,Unknown,None
2307,Unknown,4.507820,Low Vulnerability,0.204726,102.000000,Unknown,None
2308,Unknown,4.507820,Low Vulnerability,0.204726,102.000000,Unknown,None
2316,Unknown,6.071134,Moderate Vulnerability,0.233091,97.000000,Unknown,None
2318,Unknown,6.071134,Moderate Vulnerability,0.233091,97.000000,Unknown,None
2321,Unknown,6.071134,Moderate Vulnerability,0.233091,97.000000,Unknown,None
2326,Unknown,6.902013,Moderate Vulnerability,0.147209,99.000000,Unknown,None
2327,Unknown,6.902013,Moderate Vulnerability,0.147209,99.000000,Unknown,None
2330,Unknown,6.902013,Moderate Vulnerability,0.147209,99.000000,Unknown,None
2332,Unknown,7.834108,Moderate Vulnerability,0.110720,102.000000,Unknown,None
2333,Unknown,7.834108,Moderate Vulnerability,0.110720,102.000000,Unknown,None
2336,Unknown,6.902013,Moderate Vulnerability,0.147209,99.000000,Unknown,None
2341,Unknown,6.902013,Moderate Vulnerability,0.147209,99.000000,Unknown,None
2343,Unknown,6.902013,Moderate Vulnerability,0.147209,99.000000,Unknown,None
2345,Unknown,6.902013,Moderate Vulnerability,0.147209,99.000000,Unknown,None
2347,Unknown,6.071134,Moderate Vulnerability,0.233091,97.000000,Unknown,None
2349,Unknown,6.071134,Moderate Vulnerability,0.233091,97.000000,Unknown,None
2355,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2356,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2357,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2361,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2363,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,None
2368,Unknown,6.559399,Moderate Vulnerability,0.357570,97.000000,Unknown,None
2369,Unknown,8.665332,Elevated Vulnerability,0.255778,101.000000,Unknown,None
2371,Unknown,8.665332,Elevated Vulnerability,0.255778,101.000000,Unknown,None
2372,Unknown,6.114634,Moderate Vulnerability,0.180304,100.000000,Unknown,None
2382,Unknown,7.134386,Moderate Vulnerability,0.213851,100.000000,Unknown,None
2384,Unknown,7.134386,Moderate Vulnerability,0.213851,100.000000,Unknown,None
2386,Unknown,7.134386,Moderate Vulnerability,0.213851,100.000000,Unknown,None
2387,Unknown,6.649552,Moderate Vulnerability,0.284256,98.000000,Unknown,None
2388,Unknown,6.649552,Moderate Vulnerability,0.284256,98.000000,Unknown,None
2391,Unknown,6.559399,Moderate Vulnerability,0.357570,97.000000,Unknown,None
2392,Unknown,6.713400,Moderate Vulnerability,0.342909,98.000000,Unknown,None
2394,Unknown,8.665332,Elevated Vulnerability,0.255778,101.000000,Unknown,None
2397,Unknown,8.665332,Elevated Vulnerability,0.255778,101.000000,Unknown,None
2398,Unknown,7.793520,Elevated Vulnerability,0.314156,101.000000,Unknown,None
2400,Unknown,7.184348,Moderate Vulnerability,0.396592,98.000000,Unknown,None
2406,Unknown,7.116714,Moderate Vulnerability,0.351953,99.000000,Unknown,None
2408,Unknown,8.047136,Elevated Vulnerability,0.290515,100.000000,Unknown,None
2409,Unknown,8.047136,Elevated Vulnerability,0.290515,100.000000,Unknown,None
2411,Unknown,7.793520,Elevated Vulnerability,0.314156,101.000000,Unknown,None
2412,Unknown,8.665332,Elevated Vulnerability,0.255778,101.000000,Unknown,None
2414,Unknown,8.665332,Elevated Vulnerability,0.255778,101.000000,Unknown,None
2416,Unknown,6.713400,Moderate Vulnerability,0.342909,98.000000,Unknown,None
2418,Unknown,6.559399,Moderate Vulnerability,0.357570,97.000000,Unknown,None
