stop_id,stop_name,stop_lat,stop_lon,agency,routes,municipality,shading,shade_coverage,shade_sources,review_status,confidence,ridership,priority_score,heat_vulnerability_label,stop_code,nearby_destinations,tree_canopy_pct,heat_vulnerability_index,lst_median
7850,12268 Telecom Drive,28.062714,-82.373212,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,7850,,,,
7849,12518 Telecom Drive,28.059103,-82.377047,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,7849,,,,
7848,13000 Telecom Drive,28.062002,-82.3789,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,7848,,,,
8099,131 Av @ 19S,28.065451,-82.43927,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,8099,,,,
8100,131 Av @ 22nd St,28.065432,-82.435184,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,8100,,,,
7847,13118 Telecom Drive,28.064264,-82.376455,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,7847,,,,
3081,131st Av @ 15th St,28.065514,-82.44294,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3081,,,,
3082,131st Av @ 15th St,28.065659,-82.442727,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3082,,,,
3077,131st Av @ 23rd St,28.065554,-82.432328,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3077,,,,
4491,131st Av @ 23rd St,28.065432,-82.432457,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,4491,,,,
3080,131st Ave @ 19th St,28.065605,-82.438509,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3080,,,,
6962,131st Ave @ 22nd St,28.065604,-82.435042,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,6962,,,,
3075,131st Ave @ Bruce B Downs Blvd,28.065622,-82.427348,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3075,,,,
3086,131st Ave @ Bruce B Downs Blvd,28.065459,-82.427307,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,3086,,,,
7851,13507 Telecom Pkwy,28.064135,-82.371903,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,7851,,,,
2355,14th Av SE @ 15th St SE,27.70591,-82.414554,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,2355,,,,
2363,14th Av SE @ 15th St SE,27.705768,-82.414798,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,2363,,,,
5828,14th Av SE @ 21st St SE,27.705712,-82.406822,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5828,,,,
2357,14th Av SE @ 6th St SE,27.705993,-82.427375,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,2357,,,,
2361,14th Av SE @ 6th St SE,27.705866,-82.426688,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,2361,,,,
2356,14th Av SE @ 9th St SE,27.705958,-82.423335,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,2356,,,,
5821,14th Av SE @ 9th St SE,27.705794,-82.422589,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5821,,,,
5423,14th Av SE @ Joyce Ely Health   Cen,27.705974,-82.431282,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,5423,,,,
4863,14th St @ 21st Av,27.970756,-82.444258,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,4863,,0.396592,7.184348,98.0
4860,14th St @ 26th Av,27.974277,-82.444333,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,4860,,0.373076,5.689995,100.0
4858,14th St @ 29th Av,27.977021,-82.444322,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,4858,,0.373076,5.689995,100.0
794,15th St @ 109th Ave,28.047562,-82.44284,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,794,,0.247589,7.479586,100.0
818,15th St @ 109th Ave,28.047349,-82.442913,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,818,,0.247589,7.479586,100.0
813,15th St @ 113th Ave,28.051046,-82.442909,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,813,,0.247589,7.479586,100.0
799,15th St @ 122nd Ave,28.057863,-82.442757,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,799,,,,
809,15th St @ 122nd Ave,28.058403,-82.442881,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,809,,,,
4919,15th St @ 124th Ave,28.060244,-82.442747,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,4919,,,,
808,15th St @ 124th Ave,28.060313,-82.44287,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,808,,,,
801,15th St @ 127th Ave,28.061802,-82.442757,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,801,,,,
807,15th St @ 127th Ave,28.062077,-82.442864,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,807,,,,
4849,15th St @ 130th Ave,28.064702,-82.442885,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,4849,,,,
806,15th St @ 131st Ave,28.06536,-82.442747,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,806,,,,
765,15th St @ 17th Av,27.967327,-82.442925,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,765,,0.180304,6.114634,100.0
767,15th St @ 21st Av,27.970374,-82.442933,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,767,,0.314156,7.79352,101.0
769,15th St @ 26th Av,27.974069,-82.442854,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,769,,0.314156,7.79352,101.0
837,15th St @ 33st Av,27.980527,-82.442936,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,837,,0.248815,7.311105,101.0
792,15th St @ Bougainvillea Ave,28.043429,-82.442797,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,792,,0.510018,5.015823,96.0
817,15th St @ Bougainvillea Ave,28.043723,-82.442919,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,817,,0.415663,7.225032,96.0
6679,15th St @ Bunn Cr,28.067714,-82.442757,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,6679,,,,
793,15th St @ Charm Ln,28.045638,-82.442787,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,793,,0.423354,7.530963,99.0
775,15th St @ Chelsea St,27.985019,-82.442855,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,775,,0.483642,5.066517,96.0
834,15th St @ Chelsea St,27.984847,-82.442976,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,834,,0.53959,5.866803,97.0
4850,15th St @ College Park Ln,28.055513,-82.442903,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,4850,,,,
7034,15th St @ College Park Ln,28.055626,-82.442757,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,7034,,,,
779,15th St @ Ellicott St,27.991186,-82.442855,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,779,,0.441089,6.18195,99.0
830,15th St @ Ellicott St,27.991313,-82.443048,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,830,,0.480291,4.982756,99.0
797,15th St @ Fowler Ave,28.053987,-82.442767,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,797,,0.423354,7.530963,99.0
810,15th St @ Fowler Ave,28.053306,-82.442921,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,810,,0.247589,7.479586,100.0
781,15th St @ Frierson Av,27.994129,-82.442855,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,781,,0.441089,6.18195,99.0
828,15th St @ Frierson Av,27.994474,-82.443028,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,828,,0.480291,4.982756,99.0
782,15th St @ Hillsborough Av,27.995588,-82.442845,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,782,,0.441089,6.18195,99.0
4813,15th St @ M L King Jr Blvd,27.980845,-82.442868,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,4813,,0.248815,7.311105,101.0
836,15th St @ M L King Jr Blvd,27.981725,-82.442996,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,836,,0.53959,5.866803,97.0
777,15th St @ Osborne Av,27.988623,-82.442845,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,777,,0.573225,6.267712,97.0
832,15th St @ Osborne Av,27.988881,-82.44298,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Least Vulnerable,832,,0.561852,3.578476,98.0
791,15th St @ Poinsettia Ave,28.041627,-82.442797,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,791,,0.510018,5.015823,96.0
815,15th St @ Poinsettia Ave,28.041864,-82.44292,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,815,,0.489676,6.00878,98.0
771,15th St @ Rodney St,27.977402,-82.442814,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,771,,0.248815,7.311105,101.0
816,15th St @ Seneca Ave,28.045873,-82.442916,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,816,,0.415663,7.225032,96.0
4819,15th St @ Shaw Elementary School,28.051923,-82.442777,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,4819,,0.423354,7.530963,99.0
5265,17th Av @ 15th St,27.96732,-82.44334,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,5265,,0.290515,8.047136,100.0
3518,17th Av @ 16th St,27.967614,-82.441612,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,3518,,0.180304,6.114634,100.0
3517,17th Av @ 18th St,27.967612,-82.439158,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,3517,,0.180304,6.114634,100.0
3516,17th Av @ 20th St,27.967527,-82.436765,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,3516,,0.255778,8.665332,101.0
3515,17th Ave @ 22nd St,27.96753,-82.434561,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,3515,,0.283374,6.667147,98.0
3513,17th Ave @ 25th St,27.967515,-82.43182,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,3513,,0.283374,6.667147,98.0
7022,17th Ave @ 29th St,27.967544,-82.428349,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,7022,,0.342909,6.7134,98.0
5264,18th Av @ 34th St,27.968269,-82.421893,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,5264,,0.284256,6.649552,98.0
2368,18th Ave @ 31st St,27.968273,-82.425936,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2368,,0.35757,6.559399,97.0
2996,18th Ave @ 33rd St,27.968299,-82.423128,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2996,,0.284256,6.649552,98.0
3520,19th Av @ 36th St,27.968502,-82.419164,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,3520,,0.284256,6.649552,98.0
3519,19th Av @ 40th St,27.968551,-82.414682,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,3519,,0.213851,7.134386,100.0
2958,20th St @ Eskimo Av,28.029538,-82.436625,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2958,,0.392756,5.982347,97.0
2959,20th St @ Eskimo Av,28.029719,-82.436807,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2959,,0.392756,5.982347,97.0
2956,20th St @ Fairbanks St,28.026758,-82.436615,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2956,,0.392756,5.982347,97.0
2961,20th St @ Fairbanks St,28.027012,-82.436807,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2961,,0.392756,5.982347,97.0
4816,20th St @ Skagway Av,28.031539,-82.436645,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,4816,,0.392756,5.982347,97.0
2406,21st Av @ 11th St,27.970509,-82.447978,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2406,,0.351953,7.116714,99.0
4646,21st Av @ 11th St,27.9706,-82.447859,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,4646,,0.396592,7.184348,98.0
4645,21st Av @ 13th St,27.970594,-82.445264,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,4645,,0.396592,7.184348,98.0
2400,21st Av @ 15th St,27.970553,-82.443215,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2400,,0.396592,7.184348,98.0
2409,21st Av @ 15th St,27.97041,-82.44317,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,2409,,0.290515,8.047136,100.0
2398,21st Av @ 17th St,27.970533,-82.439923,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,2398,,0.314156,7.79352,101.0
2411,21st Av @ 17th St,27.970419,-82.4401,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,2411,,0.314156,7.79352,101.0
2397,21st Av @ 19th St,27.970537,-82.438044,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,2397,,0.255778,8.665332,101.0
2412,21st Av @ 19th St,27.97041,-82.437639,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,2412,,0.255778,8.665332,101.0
2394,21st Av @ 21St St,27.970557,-82.43532,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,2394,,0.255778,8.665332,101.0
2414,21st Av @ 22nd St,27.970422,-82.434906,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,2414,,0.255778,8.665332,101.0
2392,21st Av @ 26th St,27.970491,-82.43052,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2392,,0.342909,6.7134,98.0
2416,21st Av @ 26th St,27.970409,-82.430722,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2416,,0.342909,6.7134,98.0
7774,21st Av @ 28th St,27.970417,-82.428744,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,7774,,0.342909,6.7134,98.0
2391,21st Av @ 29th St,27.970518,-82.427846,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2391,,0.35757,6.559399,97.0
2418,21st Av @ 32nd St,27.970364,-82.424172,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2418,,0.35757,6.559399,97.0
4644,21st Av @ 32nd St,27.970466,-82.42408,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,4644,,0.284256,6.649552,98.0
2388,21st Av @ 34th St,27.970531,-82.421989,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2388,,0.284256,6.649552,98.0
2387,21st Av @ 35th St,27.97053,-82.420078,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2387,,0.284256,6.649552,98.0
4571,21st Av @ 35th St,27.970363,-82.420697,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,4571,,0.284256,6.649552,98.0
2386,21st Av @ 38th St,27.970452,-82.417206,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2386,,0.213851,7.134386,100.0
2384,21st Av @ 40th St,27.970489,-82.41375,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2384,,0.213851,7.134386,100.0
2422,21st Av @ 40th St,27.970317,-82.414793,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2422,,0.213851,7.134386,100.0
2382,21st Av @ 43rd St,27.970496,-82.410332,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2382,,0.213851,7.134386,100.0
4264,21st Av @ 43rd St,27.970399,-82.410455,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,4264,,0.213851,7.134386,100.0
2420,21st Av @ O'Berry Ln,27.970387,-82.422116,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2420,,0.284256,6.649552,98.0
2408,21st Av @ Republica de Cuba,27.970491,-82.445226,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,2408,,0.290515,8.047136,100.0
7023,21st St @ 11th Ave,27.96344,-82.435558,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,7023,,0.163966,7.349577,102.0
2371,21st St @ 17th Av,27.967633,-82.435541,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,2371,,0.255778,8.665332,101.0
2369,21st St @ 22nd Ave,27.971144,-82.435219,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,2369,,0.255778,8.665332,101.0
5864,21st St @ 4th Ave,27.958354,-82.435599,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,5864,,0.081994,6.693801,104.0
2372,21st St @ Columbus Dr,27.966851,-82.435604,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,2372,,0.180304,6.114634,100.0
7931,21st St N. Star Drive ( South),27.717893,-82.406596,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,7931,,,,
7930,21st St N.Star Drive,27.717793,-82.406414,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,7930,,,,
7128,21st St SE @ 14th Av SE,27.705911,-82.406631,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,7128,,,,
691,22nd St @ 109th Av,28.047024,-82.434526,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,691,,0.261427,6.451888,98.0
723,22nd St @ 109th Av,28.047312,-82.434633,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,723,,0.423354,7.530963,99.0
692,22nd St @ 111th Av,28.049016,-82.434526,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Most Vulnerable,692,,0.278752,9.158626,100.0
722,22nd St @ 111th Av,28.049577,-82.434708,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,722,,0.423354,7.530963,99.0
4886,22nd St @ 115th Av,28.052049,-82.434516,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Most Vulnerable,4886,,0.278752,9.158626,100.0
720,22nd St @ 115th Av,28.051947,-82.434624,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,720,,0.423354,7.530963,99.0
4683,22nd St @ 12401 University  Village,28.061566,-82.434495,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,4683,,,,
4707,22nd St @ 12401 University Village,28.061295,-82.4346,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,4707,,,,
698,22nd St @ 131st Av,28.065299,-82.434529,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,698,,,,
717,22nd St @ 131st Av,28.064989,-82.434718,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,717,,,,
7633,22nd St @ 137th Av,28.071481,-82.434454,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,7633,,,,
4531,22nd St @ 13th Ave,27.964197,-82.434652,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,4531,,0.147209,6.902013,99.0
4688,22nd St @ 140th Av,28.073645,-82.434444,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,4688,,,,
4689,22nd St @ 142nd Av,28.075519,-82.434433,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,4689,,,,
661,22nd St @ 17th Av,27.96772,-82.434662,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,661,,0.283374,6.667147,98.0
662,22nd St @ 19th Av,27.968716,-82.434642,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,662,,0.283374,6.667147,98.0
663,22nd St @ 21st Av,27.970229,-82.434672,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,663,,0.283374,6.667147,98.0
664,22nd St @ 23rd Av,27.972249,-82.434662,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,664,,0.283374,6.667147,98.0
665,22nd St @ 26th Av,27.974459,-82.434672,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,665,,0.303091,7.403541,100.0
7144,22nd St @ 26th Av,27.97376,-82.434799,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Elevated Vulnerability,7144,,0.255778,8.665332,101.0
4445,22nd St @ 28th Av,27.975696,-82.434743,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,4445,,0.303091,7.403541,100.0
4895,22nd St @ 28th Av,27.975717,-82.434806,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Most Vulnerable,4895,,0.305448,9.906494,101.0
743,22nd St @ 31st Av,27.978556,-82.434807,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,743,,0.248815,7.311105,101.0
4446,22nd St @ 32nd Av,27.978913,-82.434741,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,4446,,0.303091,7.403541,100.0
8005,22nd St @ 8th Ave,27.961326,-82.434713,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Moderate Vulnerability,8005,,0.147209,6.902013,99.0
4130,22nd St @ 97th Av,28.037439,-82.434648,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,4130,,0.405819,5.389677,97.0
706,22nd St @ Aimee Ct,28.077683,-82.434504,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Unknown,706,,,,
690,22nd St @ Bougainvillea Av,28.043411,-82.434536,Hillsborough Area Regional Transit (HART),,,Needs Review,Needs Review,,Unlabeled,,,50.0,Low Vulnerability,690,,0.403096,5.762027,96.0
